Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
10-Feb-22,20MICRONS,88.7,85.5,0.0367,0.033,0.033,0.6305
10-Feb-22,21STCENMGM,38.35,38.9,-0.0142,0.0203,0.0202,0.3859
10-Feb-22,3IINFOLTD,70.15,73.8,-0.0507,0.0231,0.0233,0.4451
10-Feb-22,3MINDIA,23771.25,24084.2,-0.0131,0.0185,0.0185,0.3534
10-Feb-22,3PLAND,18.6,18.75,-0.008,0.0508,0.0506,0.9667
10-Feb-22,500009,37.85,36.75,0.0295,0.0366,0.0366,0.6992
10-Feb-22,500012,113.2,113.95,-0.0066,0.0333,0.0332,0.6343
10-Feb-22,500014,7.41,7.8,-0.0513,0.0459,0.0459,0.8769
10-Feb-22,500016,10.27,10.38,-0.0107,0.046,0.0459,0.8769
10-Feb-22,500028,15,15.75,-0.0488,0.0331,0.0332,0.6343
10-Feb-22,500058,11.84,12.22,-0.0316,0.0324,0.0323,0.6171
10-Feb-22,500068,6323.75,6370.4,-0.0073,0.0232,0.0232,0.4432
10-Feb-22,500069,280.35,284.8,-0.0157,0.0314,0.0314,0.5999
10-Feb-22,500120,282.35,287.2,-0.017,0.0315,0.0314,0.5999
10-Feb-22,500123,3650,3655.75,-0.0016,0.0248,0.0247,0.4719
10-Feb-22,500142,14.33,13.65,0.0486,0.0233,0.0235,0.449
10-Feb-22,500143,130.2,137.05,-0.0513,0.0365,0.0366,0.6992
10-Feb-22,500147,1610.25,1625.55,-0.0095,0.0355,0.0354,0.6763
10-Feb-22,500159,91.25,92.95,-0.0185,0.036,0.0359,0.6859
10-Feb-22,500166,223.7,217.65,0.0274,0.0265,0.0265,0.5063
10-Feb-22,500170,46.7,44.5,0.0483,0.0391,0.0391,0.747
10-Feb-22,500192,3.43,3.61,-0.0511,0.0338,0.0339,0.6477
10-Feb-22,500202,13.29,12.66,0.0486,0.0339,0.034,0.6496
10-Feb-22,500206,31.9,30.4,0.0482,0.0376,0.0377,0.7203
10-Feb-22,500211,9.54,10.09,-0.0561,0.0392,0.0393,0.7508
10-Feb-22,500213,117.95,120.05,-0.0176,0.0352,0.0352,0.6725
10-Feb-22,500214,1929.35,1940.25,-0.0056,0.0273,0.0273,0.5216
10-Feb-22,500220,178.7,177.8,0.005,0.0355,0.0354,0.6763
10-Feb-22,500223,5.34,5.44,-0.0186,0.0399,0.0398,0.7604
10-Feb-22,500236,4.21,4.25,-0.0095,0.036,0.036,0.6878
10-Feb-22,500239,63.15,62.65,0.0079,0.035,0.0349,0.6668
10-Feb-22,500240,103,98.3,0.0467,0.0305,0.0306,0.5846
10-Feb-22,500246,26.85,29,-0.077,0.0326,0.033,0.6305
10-Feb-22,500248,7.44,7.83,-0.0511,0.0566,0.0566,1.0813
10-Feb-22,500264,209.9,217.75,-0.0367,0.0357,0.0357,0.682
10-Feb-22,500267,143.4,144.45,-0.0073,0.031,0.0309,0.5903
10-Feb-22,500277,5.05,5.31,-0.0502,0.0228,0.023,0.4394
10-Feb-22,500284,94.5,90,0.0488,0.0349,0.035,0.6687
10-Feb-22,500298,1774.5,1728.25,0.0264,0.0281,0.0281,0.5368
10-Feb-22,500306,57.65,61.5,-0.0646,0.0376,0.0377,0.7203
10-Feb-22,500307,405.9,402.95,0.0073,0.0232,0.0231,0.4413
10-Feb-22,500319,69.5,68.9,0.0087,0.0372,0.0371,0.7088
10-Feb-22,500333,987.75,985.9,0.0019,0.0349,0.0348,0.6649
10-Feb-22,500346,40.4,40.9,-0.0123,0.0434,0.0433,0.8272
10-Feb-22,500360,55.85,57.4,-0.0274,0.0359,0.0358,0.684
10-Feb-22,500365,19.8,19.85,-0.0025,0.0418,0.0417,0.7967
10-Feb-22,500367,109.15,108.9,0.0023,0.0308,0.0308,0.5884
10-Feb-22,500370,53.4,54,-0.0112,0.0376,0.0375,0.7164
10-Feb-22,500388,28.3,27.5,0.0287,0.0286,0.0286,0.5464
10-Feb-22,500414,72.15,73.1,-0.0131,0.0354,0.0354,0.6763
10-Feb-22,500422,27.35,26.45,0.0335,0.0467,0.0466,0.8903
10-Feb-22,500426,6.38,6.51,-0.0202,0.0447,0.0446,0.8521
10-Feb-22,500449,34.1,34.2,-0.0029,0.037,0.0369,0.705
10-Feb-22,500450,270,270,0,0.0186,0.0186,0.3554
10-Feb-22,501110,6.49,6.49,0,0,0,0
10-Feb-22,501111,11.02,11.02,0,0.0033,0.0033,0.063
10-Feb-22,501144,13.35,13.35,0,0.0034,0.0034,0.065
10-Feb-22,501148,268,264.15,0.0145,0.0166,0.0166,0.3171
10-Feb-22,501151,600,600,0,0.0086,0.0086,0.1643
10-Feb-22,501261,280,280,0,0.0011,0.0011,0.021
10-Feb-22,501270,1.17,1.17,0,0,0,0
10-Feb-22,501298,1480,1498,-0.0121,0.0233,0.0232,0.4432
10-Feb-22,501311,8.4,8,0.0488,0.0251,0.0253,0.4834
10-Feb-22,501314,7.37,7.68,-0.0412,0.0324,0.0325,0.6209
10-Feb-22,501370,171.8,163.1,0.052,0.0432,0.0433,0.8272
10-Feb-22,501386,5.61,5.61,0,0,0,0
10-Feb-22,501391,200,204,-0.0198,0.033,0.033,0.6305
10-Feb-22,501421,219.45,225.25,-0.0261,0.0318,0.0317,0.6056
10-Feb-22,501423,1738.2,1829.45,-0.0512,0.0295,0.0297,0.5674
10-Feb-22,501430,608.1,614.7,-0.0108,0.0317,0.0317,0.6056
10-Feb-22,501477,142,142,0,0.0309,0.0309,0.5903
10-Feb-22,501622,23,22.8,0.0087,0.0317,0.0316,0.6037
10-Feb-22,501630,18.3,18.3,0,0,0,0
10-Feb-22,501700,22.3,23.25,-0.0417,0.0386,0.0386,0.7375
10-Feb-22,501833,16.5,17.3,-0.0473,0.0366,0.0367,0.7012
10-Feb-22,501848,52.8,52.55,0.0047,0.0386,0.0385,0.7355
10-Feb-22,502015,17.25,17.35,-0.0058,0.0412,0.0411,0.7852
10-Feb-22,502175,74.95,76.4,-0.0192,0.0309,0.0308,0.5884
10-Feb-22,502250,155.85,151.85,0.026,0.0117,0.0119,0.2273
10-Feb-22,502271,18.1,17.25,0.0481,0.0311,0.0312,0.5961
10-Feb-22,502281,24.25,23.1,0.0486,0.0376,0.0376,0.7183
10-Feb-22,502294,48.65,46.35,0.0484,0.0243,0.0245,0.4681
10-Feb-22,502445,15.65,15.95,-0.019,0.0384,0.0383,0.7317
10-Feb-22,502460,45.55,47.25,-0.0366,0.0231,0.0231,0.4413
10-Feb-22,502563,3.15,3.15,0,0.0265,0.0264,0.5044
10-Feb-22,502587,84.15,89.6,-0.0628,0.0337,0.0339,0.6477
10-Feb-22,502589,45.95,45.85,0.0022,0.026,0.026,0.4967
10-Feb-22,502850,17,17,0,0.0304,0.0303,0.5789
10-Feb-22,502865,437,6064.85,-2.6303,0.0307,0.1885,3.6013
10-Feb-22,502873,150.3,144.8,0.0373,0.0423,0.0423,0.8081
10-Feb-22,502893,44.85,42.75,0.048,0.0282,0.0283,0.5407
10-Feb-22,502901,4200,4095,0.0253,0.0288,0.0288,0.5502
10-Feb-22,502933,108.35,104.1,0.04,0.0242,0.0243,0.4643
10-Feb-22,502958,5011.55,5039.05,-0.0055,0.0289,0.0288,0.5502
10-Feb-22,503092,31.25,30.75,0.0161,0.0355,0.0354,0.6763
10-Feb-22,503127,4453,4350,0.0234,0.0336,0.0336,0.6419
10-Feb-22,503162,283.95,291.9,-0.0276,0.0391,0.0391,0.747
10-Feb-22,503229,105.05,107.5,-0.0231,0.0374,0.0373,0.7126
10-Feb-22,503349,2776.95,2736.15,0.0148,0.0298,0.0297,0.5674
10-Feb-22,503622,7,7,0,0,0,0
10-Feb-22,503624,13.18,12.8,0.0293,0.0377,0.0377,0.7203
10-Feb-22,503635,12,12,0,0.0016,0.0016,0.0306
10-Feb-22,503641,34.35,35.35,-0.0287,0.0329,0.0329,0.6286
10-Feb-22,503657,14.15,14.25,-0.007,0.0373,0.0372,0.7107
10-Feb-22,503659,62.9,62.9,0,0.0297,0.0296,0.5655
10-Feb-22,503663,18,17.15,0.0484,0.039,0.039,0.7451
10-Feb-22,503669,10.51,11.01,-0.0465,0.0292,0.0293,0.5598
10-Feb-22,503671,4.55,4.55,0,0,0,0
10-Feb-22,503675,2.66,2.79,-0.0477,0.029,0.0291,0.556
10-Feb-22,503681,17,17,0,0.0073,0.0073,0.1395
10-Feb-22,503689,3.2,3.2,0,0,0,0
10-Feb-22,503691,29,29.2,-0.0069,0.027,0.0269,0.5139
10-Feb-22,503696,55,55,0,0,0,0
10-Feb-22,503772,169.15,178.05,-0.0513,0.0287,0.0288,0.5502
10-Feb-22,503776,45.2,49.55,-0.0919,0.041,0.0414,0.7909
10-Feb-22,503804,838.5,860,-0.0253,0.028,0.028,0.5349
10-Feb-22,503816,5.8,5.91,-0.0188,0.0305,0.0304,0.5808
10-Feb-22,504000,61.8,61.2,0.0098,0.0337,0.0336,0.6419
10-Feb-22,504028,79.7,82.5,-0.0345,0.0334,0.0334,0.6381
10-Feb-22,504076,11.18,11.63,-0.0395,0.0346,0.0347,0.6629
10-Feb-22,504080,240.05,238.85,0.005,0.0302,0.0301,0.5751
10-Feb-22,504084,4000,4149,-0.0366,0.028,0.0281,0.5368
10-Feb-22,504092,52.05,52.6,-0.0105,0.0387,0.0386,0.7375
10-Feb-22,504093,310.3,319.1,-0.028,0.0317,0.0317,0.6056
10-Feb-22,504132,390.4,368,0.0591,0.0374,0.0376,0.7183
10-Feb-22,504176,1951.8,2054.5,-0.0513,0.0416,0.0416,0.7948
10-Feb-22,504180,47.95,47.65,0.0063,0.0313,0.0313,0.598
10-Feb-22,504240,68,67.2,0.0118,0.0377,0.0377,0.7203
10-Feb-22,504258,740.05,742.25,-0.003,0.0294,0.0293,0.5598
10-Feb-22,504273,19.65,19.05,0.031,0.0346,0.0346,0.661
10-Feb-22,504340,5.23,5.23,0,0.0133,0.0132,0.2522
10-Feb-22,504341,51.5,51.55,-0.001,0.0391,0.039,0.7451
10-Feb-22,504356,8.5,8.5,0,0.0179,0.0178,0.3401
10-Feb-22,504375,108.3,108.3,0,0.0051,0.0051,0.0974
10-Feb-22,504378,8.13,8.43,-0.0362,0.0344,0.0344,0.6572
10-Feb-22,504380,141.6,138.6,0.0214,0.0314,0.0314,0.5999
10-Feb-22,504392,30.3,30.55,-0.0082,0.0377,0.0376,0.7183
10-Feb-22,504397,31.6,30.1,0.0486,0.0039,0.0052,0.0993
10-Feb-22,504605,608.65,624.9,-0.0263,0.03,0.03,0.5731
10-Feb-22,504646,178,178.1,-0.0006,0.0383,0.0382,0.7298
10-Feb-22,504648,76.55,72.95,0.0482,0.0462,0.0462,0.8826
10-Feb-22,504731,22.85,22.8,0.0022,0.0241,0.024,0.4585
10-Feb-22,504746,418,418,0,0.0138,0.0138,0.2636
10-Feb-22,504786,291.8,294,-0.0075,0.0307,0.0306,0.5846
10-Feb-22,504810,66.9,70.4,-0.051,0.0364,0.0365,0.6973
10-Feb-22,504840,2718,2725.05,-0.0026,0.0385,0.0384,0.7336
10-Feb-22,504882,9003.8,9344.3,-0.0371,0.0392,0.0392,0.7489
10-Feb-22,504908,315.2,318.7,-0.011,0.0432,0.0431,0.8234
10-Feb-22,504918,2400.25,2622.05,-0.0884,0.0374,0.0378,0.7222
10-Feb-22,504959,2548.1,2518.3,0.0118,0.0238,0.0237,0.4528
10-Feb-22,504961,155,147.65,0.0486,0.0385,0.0385,0.7355
10-Feb-22,504988,555,528.7,0.0485,0.0309,0.031,0.5923
10-Feb-22,504998,0.4,0.4,0,0,0,0
10-Feb-22,505036,897.35,910.3,-0.0143,0.0362,0.0362,0.6916
10-Feb-22,505100,2.9,2.9,0,0.0053,0.0053,0.1013
10-Feb-22,505141,33.85,33.75,0.003,0.0261,0.026,0.4967
10-Feb-22,505163,501.1,486.25,0.0301,0.0264,0.0264,0.5044
10-Feb-22,505212,122,118,0.0333,0.0247,0.0248,0.4738
10-Feb-22,505216,676,676,0,0.0302,0.0301,0.5751
10-Feb-22,505232,1235.7,1258,-0.0179,0.0335,0.0335,0.64
10-Feb-22,505250,71.8,70,0.0254,0.0356,0.0355,0.6782
10-Feb-22,505283,418.1,431.95,-0.0326,0.0303,0.0304,0.5808
10-Feb-22,505285,177.2,180.5,-0.0185,0.0062,0.0063,0.1204
10-Feb-22,505299,150.15,153.65,-0.023,0.036,0.036,0.6878
10-Feb-22,505302,673.05,684.05,-0.0162,0.0355,0.0354,0.6763
10-Feb-22,505320,25.8,25.8,0,0.0068,0.0068,0.1299
10-Feb-22,505336,1.45,1.45,0,0.0094,0.0094,0.1796
10-Feb-22,505358,80.7,79.75,0.0118,0.0368,0.0367,0.7012
10-Feb-22,505504,16.3,16.3,0,0.0006,0.0006,0.0115
10-Feb-22,505515,9.78,9.92,-0.0142,0.0274,0.0273,0.5216
10-Feb-22,505523,2.06,2.16,-0.0474,0.0323,0.0324,0.619
10-Feb-22,505576,173.7,172.35,0.0078,0.034,0.034,0.6496
10-Feb-22,505585,13.46,13.46,0,0.0062,0.0062,0.1185
10-Feb-22,505594,32.8,32.8,0,0,0,0
10-Feb-22,505650,15,14.75,0.0168,0.0344,0.0344,0.6572
10-Feb-22,505681,350.35,356.65,-0.0178,0.026,0.026,0.4967
10-Feb-22,505685,31.25,99.8,-1.1611,0.0054,0.0823,1.5723
10-Feb-22,505690,131.15,136.2,-0.0378,0.0341,0.0341,0.6515
10-Feb-22,505693,118.65,120,-0.0113,0.033,0.033,0.6305
10-Feb-22,505703,10.88,10.37,0.048,0.0145,0.0148,0.2828
10-Feb-22,505712,130.6,135.65,-0.0379,0.0396,0.0396,0.7566
10-Feb-22,505725,565.95,565,0.0017,0.1131,0.1128,2.155
10-Feb-22,505729,61.5,61.25,0.0041,0.0395,0.0394,0.7527
10-Feb-22,505737,324.35,325.4,-0.0032,0.0327,0.0326,0.6228
10-Feb-22,505750,465.45,448.1,0.038,0.048,0.0479,0.9151
10-Feb-22,505807,118.2,118.2,0,0.0008,0.0008,0.0153
10-Feb-22,505827,256.65,243.75,0.0516,0.0372,0.0373,0.7126
10-Feb-22,505840,14.7,15.1,-0.0268,0.0413,0.0412,0.7871
10-Feb-22,505850,110.9,110.3,0.0054,0.0233,0.0232,0.4432
10-Feb-22,505872,945.1,926.7,0.0197,0.0277,0.0277,0.5292
10-Feb-22,505893,344.65,342,0.0077,0.029,0.0289,0.5521
10-Feb-22,505978,1411.6,1399.55,0.0086,0.0286,0.0285,0.5445
10-Feb-22,506105,88.6,88.5,0.0011,0.0294,0.0293,0.5598
10-Feb-22,506122,78.3,83.1,-0.0595,0.0381,0.0383,0.7317
10-Feb-22,506128,83.2,83.15,0.0006,0.0399,0.0398,0.7604
10-Feb-22,506161,3.19,3.19,0,0,0,0
10-Feb-22,506166,18.4,18.4,0,0.0005,0.0005,0.0096
10-Feb-22,506178,10.5,10.5,0,0,0,0
10-Feb-22,506180,93.3,93.3,0,0.0115,0.0115,0.2197
10-Feb-22,506186,26.3,27,-0.0263,0.0441,0.0441,0.8425
10-Feb-22,506190,50,50,0,0,0,0
10-Feb-22,506196,4,4,0,0,0,0
10-Feb-22,506248,104.25,106.9,-0.0251,0.0363,0.0363,0.6935
10-Feb-22,506260,106.4,108.6,-0.0205,0.0365,0.0365,0.6973
10-Feb-22,506313,83.8,83.8,0,0.0106,0.0105,0.2006
10-Feb-22,506365,43.75,41.7,0.048,0.0289,0.0291,0.556
10-Feb-22,506414,283.7,284.25,-0.0019,0.0299,0.0298,0.5693
10-Feb-22,506520,8.13,8.12,0.0012,0.0409,0.0408,0.7795
10-Feb-22,506522,1825.8,1824.85,0.0005,0.0255,0.0254,0.4853
10-Feb-22,506528,676.25,686.85,-0.0156,0.0306,0.0305,0.5827
10-Feb-22,506530,610,610,0,0.0242,0.0241,0.4604
10-Feb-22,506532,293.85,301.5,-0.0257,0.0313,0.0312,0.5961
10-Feb-22,506543,11.5,12.1,-0.0509,0.0345,0.0346,0.661
10-Feb-22,506597,420.55,417.05,0.0084,0.0318,0.0318,0.6075
10-Feb-22,506605,814.9,805.15,0.012,0.0359,0.0358,0.684
10-Feb-22,506640,359.3,342.2,0.0488,0.027,0.0272,0.5197
10-Feb-22,506642,146,153.65,-0.0511,0.0446,0.0447,0.854
10-Feb-22,506685,325.3,331.6,-0.0192,0.0294,0.0293,0.5598
10-Feb-22,506687,2188.15,2239.25,-0.0231,0.0253,0.0253,0.4834
10-Feb-22,506734,128.25,109.35,0.1594,0.0376,0.0392,0.7489
10-Feb-22,506808,25.4,26.7,-0.0499,0.0384,0.0384,0.7336
10-Feb-22,506852,75.95,74.95,0.0133,0.0398,0.0398,0.7604
10-Feb-22,506854,631.25,635.9,-0.0073,0.0412,0.0411,0.7852
10-Feb-22,506858,44,42.75,0.0288,0.0322,0.0322,0.6152
10-Feb-22,506867,29.6,29.6,0,0,0,0
10-Feb-22,506879,419.8,406.5,0.0322,0.0371,0.0371,0.7088
10-Feb-22,506910,78,76.9,0.0142,0.0331,0.033,0.6305
10-Feb-22,506919,206,198.25,0.0383,0.0332,0.0332,0.6343
10-Feb-22,506935,167.1,175.85,-0.051,0.0311,0.0313,0.598
10-Feb-22,506947,38,38,0,0.0032,0.0032,0.0611
10-Feb-22,506975,1.64,1.57,0.0436,0.0236,0.0237,0.4528
10-Feb-22,506981,181.65,178.5,0.0175,0.038,0.038,0.726
10-Feb-22,507155,69.3,69.25,0.0007,0.0279,0.0278,0.5311
10-Feb-22,507180,109.45,113.65,-0.0377,0.0451,0.0451,0.8616
10-Feb-22,507265,111,111,0,0.0424,0.0423,0.8081
10-Feb-22,507300,2300,2292.85,0.0031,0.0337,0.0336,0.6419
10-Feb-22,507435,73.95,73.1,0.0116,0.0285,0.0285,0.5445
10-Feb-22,507474,85.35,84.85,0.0059,0.0357,0.0357,0.682
10-Feb-22,507486,50.6,52.7,-0.0407,0.0353,0.0353,0.6744
10-Feb-22,507498,17.1,16.1,0.0603,0.0387,0.0389,0.7432
10-Feb-22,507508,10.18,10.39,-0.0204,0.0391,0.039,0.7451
10-Feb-22,507515,21.95,21.95,0,0.0365,0.0364,0.6954
10-Feb-22,507525,878,907,-0.0325,0.0317,0.0317,0.6056
10-Feb-22,507598,92.05,91.5,0.006,0.037,0.0369,0.705
10-Feb-22,507609,41,43.15,-0.0511,0.0176,0.0179,0.342
10-Feb-22,507621,382,380,0.0052,0.0212,0.0212,0.405
10-Feb-22,507645,12184.6,12400,-0.0175,0.0302,0.0301,0.5751
10-Feb-22,507690,74.7,75.25,-0.0073,0.0361,0.036,0.6878
10-Feb-22,507753,72.3,70.4,0.0266,0.0353,0.0353,0.6744
10-Feb-22,507759,31.4,31.35,0.0016,0.0353,0.0353,0.6744
10-Feb-22,507808,7.05,7.05,0,0.007,0.007,0.1337
10-Feb-22,507813,124.05,130.55,-0.0511,0.0367,0.0368,0.7031
10-Feb-22,507817,89.95,90.9,-0.0105,0.0378,0.0377,0.7203
10-Feb-22,507836,869.95,886.3,-0.0186,0.0361,0.036,0.6878
10-Feb-22,507852,32.3,34,-0.0513,0.0335,0.0336,0.6419
10-Feb-22,507864,41.05,41.8,-0.0181,0.0336,0.0336,0.6419
10-Feb-22,507872,69.55,69.25,0.0043,0.037,0.0369,0.705
10-Feb-22,507910,47.4,46.5,0.0192,0.0327,0.0327,0.6247
10-Feb-22,507912,107.15,106.8,0.0033,0.0412,0.0411,0.7852
10-Feb-22,507917,19,19,0,0.0107,0.0107,0.2044
10-Feb-22,507938,8.15,7.77,0.0477,0.0095,0.01,0.191
10-Feb-22,507944,959.1,993.3,-0.035,0.0368,0.0368,0.7031
10-Feb-22,507946,181.1,186.1,-0.0272,0.033,0.0329,0.6286
10-Feb-22,507948,47.5,49.5,-0.0412,0.0324,0.0325,0.6209
10-Feb-22,507952,3.15,3.15,0,0,0,0
10-Feb-22,507960,136.8,137.95,-0.0084,0.0277,0.0276,0.5273
10-Feb-22,507962,8.37,8.37,0,0.0064,0.0063,0.1204
10-Feb-22,507966,26.15,27,-0.032,0.0304,0.0304,0.5808
10-Feb-22,507970,35.7,33.45,0.0651,0.0355,0.0357,0.682
10-Feb-22,507981,41.3,38.9,0.0599,0.0361,0.0362,0.6916
10-Feb-22,507987,3.3,3.3,0,0.0045,0.0045,0.086
10-Feb-22,507998,64.75,62.5,0.0354,0.0482,0.0482,0.9209
10-Feb-22,508136,231.3,231.35,-0.0002,0.0347,0.0346,0.661
10-Feb-22,508486,5653.25,5675,-0.0038,0.0159,0.0158,0.3019
10-Feb-22,508494,85.05,86,-0.0111,0.0311,0.0311,0.5942
10-Feb-22,508664,27.4,27.4,0,0.0279,0.0279,0.533
10-Feb-22,508670,3923.6,3898.9,0.0063,0.0233,0.0232,0.4432
10-Feb-22,508807,487.65,495,-0.015,0.0317,0.0316,0.6037
10-Feb-22,508867,9.1,9.1,0,0,0,0
10-Feb-22,508875,112.85,118,-0.0446,0.034,0.034,0.6496
10-Feb-22,508905,44,44.4,-0.009,0.0291,0.029,0.554
10-Feb-22,508918,39.4,40.5,-0.0275,0.029,0.0289,0.5521
10-Feb-22,508922,13.16,12.7,0.0356,0.0383,0.0383,0.7317
10-Feb-22,508929,15.43,15.43,0,0.0233,0.0232,0.4432
10-Feb-22,508941,441.65,453.55,-0.0266,0.024,0.024,0.4585
10-Feb-22,508954,38.7,39.6,-0.023,0.0373,0.0372,0.7107
10-Feb-22,508956,4.03,4.24,-0.0508,0.0343,0.0344,0.6572
10-Feb-22,508961,31.75,31.75,0,0.0047,0.0047,0.0898
10-Feb-22,508963,7.5,7.61,-0.0146,0.0284,0.0283,0.5407
10-Feb-22,508969,6.1,6.42,-0.0511,0.0304,0.0305,0.5827
10-Feb-22,508993,2.45,2.45,0,0,0,0
10-Feb-22,509003,0.12,0.12,0,0,0,0
10-Feb-22,509026,64.85,64.85,0,0.0198,0.0198,0.3783
10-Feb-22,509038,30,30,0,0.0079,0.0079,0.1509
10-Feb-22,509040,92.2,89.8,0.0264,0.0351,0.0351,0.6706
10-Feb-22,509048,20.95,20.6,0.0168,0.0386,0.0386,0.7375
10-Feb-22,509051,6.04,6.35,-0.0501,0.0442,0.0442,0.8444
10-Feb-22,509053,68.2,71.75,-0.0507,0.0422,0.0422,0.8062
10-Feb-22,509073,30.65,31.15,-0.0162,0.0298,0.0298,0.5693
10-Feb-22,509084,25.85,27.2,-0.0509,0.0207,0.021,0.4012
10-Feb-22,509099,17.45,17.45,0,0.0086,0.0085,0.1624
10-Feb-22,509162,79.5,80.4,-0.0113,0.0294,0.0293,0.5598
10-Feb-22,509196,65.9,60.2,0.0905,0.0343,0.0349,0.6668
10-Feb-22,509423,28,29.45,-0.0505,0.0299,0.03,0.5731
10-Feb-22,509438,1948.35,1885.25,0.0329,0.0218,0.0218,0.4165
10-Feb-22,509449,64.95,68.35,-0.051,0.0342,0.0343,0.6553
10-Feb-22,509470,15069.6,15675.5,-0.0394,0.0292,0.0292,0.5579
10-Feb-22,509472,395,370.7,0.0635,0.0357,0.0359,0.6859
10-Feb-22,509486,133.95,128.65,0.0404,0.0374,0.0374,0.7145
10-Feb-22,509525,730.45,743.5,-0.0177,0.0255,0.0255,0.4872
10-Feb-22,509546,18.1,18.9,-0.0432,0.028,0.0281,0.5368
10-Feb-22,509563,13.4,14.1,-0.0509,0.0368,0.0369,0.705
10-Feb-22,509597,290.1,282.2,0.0276,0.0343,0.0343,0.6553
10-Feb-22,509650,35.15,35.15,0,0.0008,0.0008,0.0153
10-Feb-22,509760,17.8,18.65,-0.0466,0.0257,0.0258,0.4929
10-Feb-22,509782,17.95,17.95,0,0,0,0
10-Feb-22,509835,28.6,30.55,-0.066,0.0344,0.0346,0.661
10-Feb-22,509845,411.75,411.75,0,0.0151,0.0151,0.2885
10-Feb-22,509870,55.1,55.1,0,0.0008,0.0008,0.0153
10-Feb-22,509887,215.25,215.25,0,0.0206,0.0205,0.3917
10-Feb-22,509895,300,308.6,-0.0283,0.0355,0.0355,0.6782
10-Feb-22,509910,162.6,162.6,0,0.0053,0.0052,0.0993
10-Feb-22,509917,53.2,53.2,0,0,0,0
10-Feb-22,509945,341.05,359,-0.0513,0.0332,0.0333,0.6362
10-Feb-22,510245,9.44,9.76,-0.0333,0.0406,0.0405,0.7738
10-Feb-22,511000,5.97,5.69,0.048,0.0159,0.0162,0.3095
10-Feb-22,511012,2.15,2.26,-0.0499,0.0347,0.0348,0.6649
10-Feb-22,511016,8.5,8.82,-0.037,0.0303,0.0303,0.5789
10-Feb-22,511018,13.83,13.83,0,0.029,0.029,0.554
10-Feb-22,511048,5.18,5.18,0,0,0,0
10-Feb-22,511060,17,17,0,0,0,0
10-Feb-22,511066,24,24.5,-0.0206,0.0362,0.0361,0.6897
10-Feb-22,511074,323.05,323.05,0,0.0071,0.007,0.1337
10-Feb-22,511076,47.95,45.85,0.0448,0.0365,0.0366,0.6992
10-Feb-22,511096,12,12,0,0,0,0
10-Feb-22,511110,9.75,10,-0.0253,0.0371,0.0371,0.7088
10-Feb-22,511122,57.55,57.5,0.0009,0.0114,0.0114,0.2178
10-Feb-22,511131,15,14.7,0.0202,0.0395,0.0395,0.7546
10-Feb-22,511147,24.55,24.95,-0.0162,0.0374,0.0373,0.7126
10-Feb-22,511149,15.41,15.41,0,0.004,0.004,0.0764
10-Feb-22,511153,155.05,149.05,0.0395,0.0309,0.031,0.5923
10-Feb-22,511169,3.75,3.75,0,0.0513,0.0512,0.9782
10-Feb-22,511176,35.55,35.55,0,0.024,0.024,0.4585
10-Feb-22,511185,5.75,5.75,0,0.0019,0.0018,0.0344
10-Feb-22,511187,2.94,3.09,-0.0498,0.0291,0.0292,0.5579
10-Feb-22,511200,65.1,65.1,0,0.0035,0.0035,0.0669
10-Feb-22,511260,15.85,15.85,0,0.0093,0.0093,0.1777
10-Feb-22,511355,10.47,10.88,-0.0384,0.0376,0.0376,0.7183
10-Feb-22,511359,41,42.85,-0.0441,0.0392,0.0393,0.7508
10-Feb-22,511367,7.22,7.6,-0.0513,0.0103,0.0109,0.2082
10-Feb-22,511377,6.95,6.95,0,0.0319,0.0318,0.6075
10-Feb-22,511391,21.7,22.65,-0.0428,0.0302,0.0302,0.577
10-Feb-22,511411,60,60,0,0.0373,0.0372,0.7107
10-Feb-22,511441,45.2,43.05,0.0487,0.0308,0.0309,0.5903
10-Feb-22,511451,7.89,7.89,0,0.0363,0.0362,0.6916
10-Feb-22,511463,25.4,25.9,-0.0195,0.0295,0.0295,0.5636
10-Feb-22,511501,31.7,33.35,-0.0507,0,0.0036,0.0688
10-Feb-22,511507,31.4,29.95,0.0473,0.0342,0.0342,0.6534
10-Feb-22,511509,46.85,48.35,-0.0315,0.0423,0.0422,0.8062
10-Feb-22,511523,11.1,11.22,-0.0108,0.039,0.0389,0.7432
10-Feb-22,511525,6.86,7.22,-0.0511,0.0348,0.0349,0.6668
10-Feb-22,511533,47,47.55,-0.0116,0.0397,0.0396,0.7566
10-Feb-22,511535,14.6,15,-0.027,0.0312,0.0312,0.5961
10-Feb-22,511543,10.5,10.5,0,0.0337,0.0336,0.6419
10-Feb-22,511549,97.15,93,0.0437,0.0412,0.0413,0.789
10-Feb-22,511557,36.8,38.25,-0.0386,0.034,0.034,0.6496
10-Feb-22,511571,35.15,36.15,-0.0281,0.0367,0.0367,0.7012
10-Feb-22,511585,2.25,2.21,0.0179,0.0104,0.0104,0.1987
10-Feb-22,511589,69.3,70.35,-0.015,0.0457,0.0456,0.8712
10-Feb-22,511593,7.76,7.84,-0.0103,0.0282,0.0282,0.5388
