Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
10-Feb-22,526532,10.96,10.44,0.0486,0.0107,0.0112,0.214
10-Feb-22,526544,17.35,18.95,-0.0882,0.0365,0.037,0.7069
10-Feb-22,526546,24.4,25.45,-0.0421,0.0373,0.0373,0.7126
10-Feb-22,526554,19.5,18.6,0.0473,0.0269,0.027,0.5158
10-Feb-22,526568,32.2,33,-0.0245,0.0321,0.0321,0.6133
10-Feb-22,526574,25.6,26.2,-0.0232,0.0367,0.0367,0.7012
10-Feb-22,526586,450.35,451.05,-0.0016,0.0264,0.0263,0.5025
10-Feb-22,526588,14.35,13.7,0.0464,0.0326,0.0326,0.6228
10-Feb-22,526604,15.25,15.25,0,0.0357,0.0356,0.6801
10-Feb-22,526614,14.51,13.94,0.0401,0.034,0.034,0.6496
10-Feb-22,526616,45,45.3,-0.0066,0.0413,0.0412,0.7871
10-Feb-22,526622,1.79,1.88,-0.0491,0.0345,0.0346,0.661
10-Feb-22,526628,11,11,0,0.0186,0.0186,0.3554
10-Feb-22,526638,78.85,73.6,0.0689,0.0355,0.0358,0.684
10-Feb-22,526640,24.6,24.25,0.0143,0.0273,0.0273,0.5216
10-Feb-22,526654,161.05,162.75,-0.0105,0.0328,0.0327,0.6247
10-Feb-22,526687,5.99,5.98,0.0017,0.034,0.0339,0.6477
10-Feb-22,526703,79.55,79.9,-0.0044,0.0338,0.0337,0.6438
10-Feb-22,526705,110.05,117.8,-0.0681,0.03,0.0303,0.5789
10-Feb-22,526711,22.7,23.85,-0.0494,0.0312,0.0313,0.598
10-Feb-22,526717,532.5,521.35,0.0212,0.0405,0.0404,0.7718
10-Feb-22,526721,60.9,59,0.0317,0.025,0.0251,0.4795
10-Feb-22,526723,101.25,101.65,-0.0039,0.0428,0.0427,0.8158
10-Feb-22,526727,26.4,27.1,-0.0262,0.044,0.044,0.8406
10-Feb-22,526731,179.15,177.4,0.0098,0.0364,0.0363,0.6935
10-Feb-22,526737,8.78,8.37,0.0478,0.0367,0.0367,0.7012
10-Feb-22,526739,224.15,199.9,0.1145,0.025,0.0262,0.5006
10-Feb-22,526747,387.15,389.3,-0.0055,0.038,0.0379,0.7241
10-Feb-22,526751,11.65,12.05,-0.0338,0.0256,0.0256,0.4891
10-Feb-22,526755,9.22,9.61,-0.0414,0.0405,0.0405,0.7738
10-Feb-22,526775,70.2,66.9,0.0481,0.0368,0.0368,0.7031
10-Feb-22,526783,848.2,842.35,0.0069,0.0315,0.0314,0.5999
10-Feb-22,526795,2.98,2.98,0,0.007,0.007,0.1337
10-Feb-22,526799,12.12,12.12,0,0.0275,0.0274,0.5235
10-Feb-22,526813,24.85,24.05,0.0327,0.0318,0.0318,0.6075
10-Feb-22,526817,1352.2,1359.15,-0.0051,0.0285,0.0285,0.5445
10-Feb-22,526821,440,444.25,-0.0096,0.0312,0.0311,0.5942
10-Feb-22,526823,14.05,14.8,-0.052,0.0363,0.0364,0.6954
10-Feb-22,526827,12.65,13.11,-0.0357,0.034,0.034,0.6496
10-Feb-22,526839,15.84,15.65,0.0121,0.0321,0.032,0.6114
10-Feb-22,526847,18.5,18.9,-0.0214,0.0376,0.0376,0.7183
10-Feb-22,526851,164.2,164.25,-0.0003,0.028,0.028,0.5349
10-Feb-22,526853,95.05,91.15,0.0419,0.0321,0.0321,0.6133
10-Feb-22,526859,11.05,10.53,0.0482,0.0293,0.0295,0.5636
10-Feb-22,526861,13.5,13.56,-0.0044,0.0455,0.0454,0.8674
10-Feb-22,526865,12.34,12.98,-0.0506,0.0316,0.0318,0.6075
10-Feb-22,526871,25.5,24.3,0.0482,0.0325,0.0326,0.6228
10-Feb-22,526873,5.87,6.17,-0.0498,0.0277,0.0278,0.5311
10-Feb-22,526891,11.98,11.49,0.0418,0.0248,0.0249,0.4757
10-Feb-22,526899,22.95,23,-0.0022,0.0416,0.0415,0.7929
10-Feb-22,526905,4.75,5,-0.0513,0.0346,0.0347,0.6629
10-Feb-22,526931,107.1,106.5,0.0056,0.0424,0.0423,0.8081
10-Feb-22,526935,27.25,28.5,-0.0449,0.0344,0.0344,0.6572
10-Feb-22,526945,101.85,103.35,-0.0146,0.032,0.0319,0.6094
10-Feb-22,526959,2.75,2.75,0,0.0138,0.0138,0.2636
10-Feb-22,526961,20.1,20.1,0,0.0242,0.0241,0.4604
10-Feb-22,526965,125.65,129.25,-0.0282,0.0309,0.0309,0.5903
10-Feb-22,526971,110,113.7,-0.0331,0.0372,0.0372,0.7107
10-Feb-22,526977,8.1,8.1,0,0.0058,0.0058,0.1108
10-Feb-22,526981,228.5,233.55,-0.0219,0.0362,0.0361,0.6897
10-Feb-22,526983,12.26,11.68,0.0485,0.0114,0.0118,0.2254
10-Feb-22,527005,26.45,25.2,0.0484,0.0317,0.0318,0.6075
10-Feb-22,530025,22,21.4,0.0277,0.021,0.021,0.4012
10-Feb-22,530027,8.9,9.04,-0.0156,0.0274,0.0274,0.5235
10-Feb-22,530035,13,13,0,0.0214,0.0213,0.4069
10-Feb-22,530043,124.45,124.3,0.0012,0.0357,0.0356,0.6801
10-Feb-22,530045,19.65,19.75,-0.0051,0.0376,0.0375,0.7164
10-Feb-22,530053,20.1,20.2,-0.005,0.0304,0.0303,0.5789
10-Feb-22,530063,4.55,4.74,-0.0409,0.0432,0.0432,0.8253
10-Feb-22,530065,6.61,6.95,-0.0502,0.0293,0.0294,0.5617
10-Feb-22,530067,179.1,186,-0.0378,0.0417,0.0417,0.7967
10-Feb-22,530077,111.05,112.4,-0.0121,0.0353,0.0352,0.6725
10-Feb-22,530079,324.2,329.4,-0.0159,0.0414,0.0413,0.789
10-Feb-22,530095,55.4,55.4,0,0,0,0
10-Feb-22,530109,3.65,3.54,0.0306,0.0451,0.0451,0.8616
10-Feb-22,530111,36,33.95,0.0586,0.0321,0.0323,0.6171
10-Feb-22,530119,154.15,162.25,-0.0512,0.034,0.0341,0.6515
10-Feb-22,530125,480.2,465.7,0.0307,0.0386,0.0386,0.7375
10-Feb-22,530127,15.05,15.75,-0.0455,0.0397,0.0397,0.7585
10-Feb-22,530129,622.8,622.55,0.0004,0.0354,0.0353,0.6744
10-Feb-22,530133,82.5,84.9,-0.0287,0.0392,0.0391,0.747
10-Feb-22,530139,55.3,58.2,-0.0511,0.0308,0.0309,0.5903
10-Feb-22,530145,18.55,18.95,-0.0213,0.0334,0.0334,0.6381
10-Feb-22,530151,44.2,44.6,-0.009,0.0333,0.0332,0.6343
10-Feb-22,530161,4.18,4.18,0,0.009,0.009,0.1719
10-Feb-22,530163,69.6,69.4,0.0029,0.0344,0.0343,0.6553
10-Feb-22,530167,19.8,18.9,0.0465,0.0299,0.03,0.5731
10-Feb-22,530169,12,11.72,0.0236,0.035,0.035,0.6687
10-Feb-22,530171,41.1,39.35,0.0435,0.0415,0.0415,0.7929
10-Feb-22,530173,7.25,7.25,0,0.0286,0.0285,0.5445
10-Feb-22,530175,68.5,72.1,-0.0512,0.0488,0.0488,0.9323
10-Feb-22,530177,5.93,5.93,0,0.0275,0.0275,0.5254
10-Feb-22,530179,9.02,9.49,-0.0508,0.0144,0.0148,0.2828
10-Feb-22,530185,20.15,20.6,-0.0221,0.045,0.0449,0.8578
10-Feb-22,530187,2,2.01,-0.005,0.0324,0.0323,0.6171
10-Feb-22,530197,25.8,27.1,-0.0492,0.0375,0.0376,0.7183
10-Feb-22,530201,20.05,20.85,-0.0391,0.0351,0.0351,0.6706
10-Feb-22,530207,21.5,20.6,0.0428,0.036,0.0361,0.6897
10-Feb-22,530213,62.15,65.2,-0.0479,0.0321,0.0322,0.6152
10-Feb-22,530215,72.65,71.95,0.0097,0,0.0007,0.0134
10-Feb-22,530219,44.8,47.1,-0.0501,0.0152,0.0156,0.298
10-Feb-22,530231,33.3,34.65,-0.0397,0.0295,0.0296,0.5655
10-Feb-22,530233,101.85,102.5,-0.0064,0.0393,0.0392,0.7489
10-Feb-22,530235,32.55,31.1,0.0456,0.0287,0.0288,0.5502
10-Feb-22,530245,52.7,55.25,-0.0473,0.0292,0.0293,0.5598
10-Feb-22,530249,17.1,18,-0.0513,0.0359,0.036,0.6878
10-Feb-22,530253,20,20.1,-0.005,0.0265,0.0264,0.5044
10-Feb-22,530255,6.05,6.06,-0.0017,0.0321,0.032,0.6114
10-Feb-22,530259,30.1,28.8,0.0441,0.0366,0.0367,0.7012
10-Feb-22,530263,6.19,6.23,-0.0064,0.0333,0.0332,0.6343
10-Feb-22,530265,35.95,34.25,0.0484,0.0341,0.0342,0.6534
10-Feb-22,530267,20.85,20.9,-0.0024,0.0274,0.0273,0.5216
10-Feb-22,530271,9.11,8.68,0.0484,0.0091,0.0097,0.1853
10-Feb-22,530289,25,25.05,-0.002,0.0334,0.0334,0.6381
10-Feb-22,530291,9.09,8.66,0.0485,0.0259,0.0261,0.4986
10-Feb-22,530305,29,28.5,0.0174,0.0371,0.0371,0.7088
10-Feb-22,530309,213.75,225,-0.0513,0.0361,0.0362,0.6916
10-Feb-22,530313,44.75,45.5,-0.0166,0.0355,0.0354,0.6763
10-Feb-22,530315,113.7,113.8,-0.0009,0.0333,0.0333,0.6362
10-Feb-22,530317,61.7,62.6,-0.0145,0.0366,0.0365,0.6973
10-Feb-22,530331,494.6,491.5,0.0063,0.0309,0.0309,0.5903
10-Feb-22,530341,122.5,115,0.0632,0.0394,0.0396,0.7566
10-Feb-22,530357,15.31,14.59,0.0482,0.0307,0.0308,0.5884
10-Feb-22,530369,28.6,30.9,-0.0773,0.032,0.0324,0.619
10-Feb-22,530401,32.5,32.5,0,0.0304,0.0303,0.5789
10-Feb-22,530405,31.9,32.1,-0.0063,0.0302,0.0301,0.5751
10-Feb-22,530407,5.47,5.75,-0.0499,0.0364,0.0365,0.6973
10-Feb-22,530419,61.6,64.25,-0.0421,0.0443,0.0443,0.8464
10-Feb-22,530421,9.5,9.99,-0.0503,0.0347,0.0348,0.6649
10-Feb-22,530427,44.25,41.7,0.0594,0.0347,0.0349,0.6668
10-Feb-22,530429,23.1,22,0.0488,0.0396,0.0396,0.7566
10-Feb-22,530431,72.85,76.2,-0.045,0.0298,0.0299,0.5712
10-Feb-22,530433,96.2,89.5,0.0722,0.0392,0.0395,0.7546
10-Feb-22,530439,9.47,9.64,-0.0178,0.096,0.0957,1.8283
10-Feb-22,530443,12.85,12.24,0.0486,0.0178,0.0181,0.3458
10-Feb-22,530445,3.08,3.24,-0.0506,0.0349,0.035,0.6687
10-Feb-22,530449,33,33.1,-0.003,0.0301,0.0301,0.5751
10-Feb-22,530457,6.18,6.18,0,0.0183,0.0183,0.3496
10-Feb-22,530459,21.65,21.95,-0.0138,0.0409,0.0408,0.7795
10-Feb-22,530461,23.8,23.5,0.0127,0.0387,0.0386,0.7375
10-Feb-22,530469,7.97,8.38,-0.0502,0.0245,0.0247,0.4719
10-Feb-22,530475,256.15,252.15,0.0157,0.0294,0.0294,0.5617
10-Feb-22,530477,171.75,181.3,-0.0541,0.0303,0.0305,0.5827
10-Feb-22,530495,17.5,18.2,-0.0392,0.0332,0.0332,0.6343
10-Feb-22,530499,424.4,417.5,0.0164,0.0308,0.0307,0.5865
10-Feb-22,530521,84,81.6,0.029,0,0.002,0.0382
10-Feb-22,530525,9.32,9.47,-0.016,0.0575,0.0574,1.0966
10-Feb-22,530533,75.95,77.9,-0.0254,0.035,0.035,0.6687
10-Feb-22,530537,16.6,16.6,0,0.004,0.004,0.0764
10-Feb-22,530545,252.05,257.7,-0.0222,0.0388,0.0387,0.7394
10-Feb-22,530557,1.84,1.9,-0.0321,0.098,0.0978,1.8685
10-Feb-22,530565,3.71,3.9,-0.0499,0.0639,0.0638,1.2189
10-Feb-22,530571,3.6,3.6,0,0.0246,0.0246,0.47
10-Feb-22,530577,30.5,29.25,0.0418,0.0375,0.0375,0.7164
10-Feb-22,530579,13.35,13.29,0.0045,0.0351,0.035,0.6687
10-Feb-22,530581,5.31,5.58,-0.0496,0.0271,0.0273,0.5216
10-Feb-22,530585,195.2,198.55,-0.017,0.0363,0.0362,0.6916
10-Feb-22,530589,95.25,96.55,-0.0136,0.0374,0.0373,0.7126
10-Feb-22,530595,8.82,9.05,-0.0257,0.0301,0.0301,0.5751
10-Feb-22,530609,6.29,6.29,0,0.0365,0.0364,0.6954
10-Feb-22,530615,20,20,0,0.032,0.0319,0.6094
10-Feb-22,530617,33.55,33.95,-0.0119,0.0352,0.0352,0.6725
10-Feb-22,530621,58.3,58.35,-0.0009,0.0393,0.0392,0.7489
10-Feb-22,530627,226.5,218.95,0.0339,0.034,0.034,0.6496
10-Feb-22,530643,132.9,129.55,0.0255,0.0422,0.0421,0.8043
10-Feb-22,530663,3.09,3.25,-0.0505,0.0341,0.0342,0.6534
10-Feb-22,530665,7.83,8.13,-0.0376,0.0288,0.0289,0.5521
10-Feb-22,530675,42,41.75,0.006,0.0331,0.033,0.6305
10-Feb-22,530677,17.1,17,0.0059,0.0388,0.0387,0.7394
10-Feb-22,530683,11.85,11.85,0,0.0022,0.0022,0.042
10-Feb-22,530689,33.35,34.3,-0.0281,0.0388,0.0387,0.7394
10-Feb-22,530695,16.5,16.4,0.0061,0.0481,0.0479,0.9151
10-Feb-22,530697,36,36,0,0.0407,0.0406,0.7757
10-Feb-22,530705,9.87,9.4,0.0488,0.0129,0.0133,0.2541
10-Feb-22,530709,23.65,23.45,0.0085,0.0308,0.0307,0.5865
10-Feb-22,530711,73.3,72.5,0.011,0.0432,0.0431,0.8234
10-Feb-22,530713,12.54,12,0.044,0.0361,0.0361,0.6897
10-Feb-22,530723,125.85,132.45,-0.0511,0.0304,0.0305,0.5827
10-Feb-22,530733,10.94,10.94,0,0.0304,0.0303,0.5789
10-Feb-22,530735,14.45,15.2,-0.0506,0.0339,0.034,0.6496
10-Feb-22,530741,22.75,22.75,0,0.0295,0.0295,0.5636
10-Feb-22,530747,11.58,11.03,0.0487,0.0289,0.0291,0.556
10-Feb-22,530755,14.09,14.09,0,0.033,0.0329,0.6286
10-Feb-22,530777,8.36,8.4,-0.0048,0.0211,0.021,0.4012
10-Feb-22,530779,6.53,6.65,-0.0182,0.0329,0.0328,0.6266
10-Feb-22,530787,20.85,20.85,0,0.093,0.0927,1.771
10-Feb-22,530789,104.95,103,0.0188,0.039,0.0389,0.7432
10-Feb-22,530795,12.51,12.83,-0.0253,0.0268,0.0268,0.512
10-Feb-22,530797,22.05,23.2,-0.0508,0.0306,0.0307,0.5865
10-Feb-22,530799,15,15,0,0.0139,0.0138,0.2636
10-Feb-22,530809,27.6,28.95,-0.0478,0.0379,0.038,0.726
10-Feb-22,530815,46.95,47,-0.0011,0.0408,0.0407,0.7776
10-Feb-22,530821,15.43,16.24,-0.0512,0.0477,0.0477,0.9113
10-Feb-22,530825,29.15,29.15,0,0.0489,0.0488,0.9323
10-Feb-22,530829,30.05,31,-0.0311,0.0473,0.0472,0.9018
10-Feb-22,530839,8.26,8.69,-0.0507,0.0353,0.0353,0.6744
10-Feb-22,530845,480.15,485.05,-0.0102,0.0326,0.0325,0.6209
10-Feb-22,530855,7.94,7.94,0,0,0,0
10-Feb-22,530879,120.75,122.65,-0.0156,0.0398,0.0397,0.7585
10-Feb-22,530881,20.9,20.9,0,0.028,0.028,0.5349
10-Feb-22,530883,8.13,8.12,0.0012,0.0318,0.0317,0.6056
10-Feb-22,530889,3.42,3.59,-0.0485,0.0336,0.0337,0.6438
10-Feb-22,530897,68.15,70.3,-0.0311,0.0371,0.0371,0.7088
10-Feb-22,530899,21.15,21.9,-0.0348,0.0225,0.0226,0.4318
10-Feb-22,530909,57.65,54.95,0.048,0.0145,0.0148,0.2828
10-Feb-22,530915,7.98,8.4,-0.0513,0.0372,0.0373,0.7126
10-Feb-22,530917,2.98,2.98,0,0.0062,0.0062,0.1185
10-Feb-22,530925,14.35,13.7,0.0464,0.0242,0.0243,0.4643
10-Feb-22,530929,6.25,6.25,0,0.008,0.008,0.1528
10-Feb-22,530951,146.7,144.7,0.0137,0.0483,0.0482,0.9209
10-Feb-22,530953,153.65,147.05,0.0439,0.0363,0.0364,0.6954
10-Feb-22,530959,29.45,29.75,-0.0101,0.0336,0.0335,0.64
10-Feb-22,530973,53.9,52,0.0359,0.0341,0.0341,0.6515
10-Feb-22,530977,52.2,53.8,-0.0302,0.0346,0.0346,0.661
10-Feb-22,530979,36.6,37.65,-0.0283,0.0315,0.0315,0.6018
10-Feb-22,530991,24,25.25,-0.0508,0.0353,0.0354,0.6763
10-Feb-22,530993,5.46,5.46,0,0.0064,0.0064,0.1223
10-Feb-22,530997,16.25,16.25,0,0.0436,0.0435,0.8311
10-Feb-22,531003,15.55,15.55,0,0.0072,0.0072,0.1376
10-Feb-22,531017,11.44,11.47,-0.0026,0.0288,0.0288,0.5502
10-Feb-22,531025,4.43,4.66,-0.0506,0.0323,0.0324,0.619
10-Feb-22,531027,11.5,11.29,0.0184,0.0198,0.0198,0.3783
10-Feb-22,531035,7.8,7.8,0,0.0044,0.0043,0.0822
10-Feb-22,531041,189.3,182.35,0.0374,0.0328,0.0328,0.6266
10-Feb-22,531043,18.2,18.3,-0.0055,0.0306,0.0305,0.5827
10-Feb-22,531049,15.35,16.15,-0.0508,0.0247,0.0249,0.4757
10-Feb-22,531051,7.91,8.32,-0.0505,0.0275,0.0277,0.5292
10-Feb-22,531065,3.5,3.5,0,0.0243,0.0242,0.4623
10-Feb-22,531067,50,52.6,-0.0507,0.0368,0.0368,0.7031
10-Feb-22,531069,2201.2,2179.25,0.01,0.0344,0.0343,0.6553
10-Feb-22,531080,32.5,31,0.0473,0.0394,0.0394,0.7527
10-Feb-22,531083,12.85,13.5,-0.0493,0.0385,0.0386,0.7375
10-Feb-22,531091,14.48,13.8,0.0481,0.0416,0.0416,0.7948
10-Feb-22,531109,156.85,156.35,0.0032,0.0366,0.0365,0.6973
10-Feb-22,531111,27.5,26.25,0.0465,0.0288,0.0289,0.5521
10-Feb-22,531112,128.25,135,-0.0513,0.0264,0.0266,0.5082
10-Feb-22,531119,18.8,19.75,-0.0493,0.0232,0.0234,0.4471
10-Feb-22,531127,24.85,23.7,0.0474,0.0178,0.0181,0.3458
10-Feb-22,531129,23.2,24.45,-0.0525,0.044,0.044,0.8406
10-Feb-22,531137,1.48,1.55,-0.0462,0.0358,0.0359,0.6859
10-Feb-22,531153,39.4,37.55,0.0481,0.0303,0.0304,0.5808
10-Feb-22,531155,5.25,5.31,-0.0114,0.0197,0.0197,0.3764
10-Feb-22,531156,126.85,127.5,-0.0051,0.018,0.0179,0.342
10-Feb-22,531157,8.59,9.04,-0.0511,0.0267,0.0269,0.5139
10-Feb-22,531158,13.07,13.55,-0.0361,0.0352,0.0352,0.6725
10-Feb-22,531161,108.95,107.5,0.0134,0.0334,0.0333,0.6362
10-Feb-22,531163,38.6,39.3,-0.018,0.0359,0.0358,0.684
10-Feb-22,531169,79.55,79.9,-0.0044,0.0362,0.0361,0.6897
10-Feb-22,531172,27.9,27.45,0.0163,0.0343,0.0342,0.6534
10-Feb-22,531173,13.9,14.63,-0.0512,0.0361,0.0362,0.6916
10-Feb-22,531175,2.2,2.1,0.0465,0.0142,0.0146,0.2789
10-Feb-22,531176,24.9,26.2,-0.0509,0.0311,0.0312,0.5961
10-Feb-22,531178,5.88,6.18,-0.0498,0,0.0035,0.0669
10-Feb-22,531190,8.74,9.19,-0.0502,0.014,0.0144,0.2751
10-Feb-22,531199,57.95,57,0.0165,0.0334,0.0334,0.6381
10-Feb-22,531201,326.45,307.75,0.059,0.0349,0.0351,0.6706
10-Feb-22,531203,26.6,26.6,0,0.0237,0.0237,0.4528
10-Feb-22,531205,26.1,24.9,0.0471,0,0.0033,0.063
10-Feb-22,531210,30.1,29.5,0.0201,0.0323,0.0323,0.6171
10-Feb-22,531211,9.03,9.03,0,0.0234,0.0234,0.4471
10-Feb-22,531212,31.4,31.5,-0.0032,0.0367,0.0367,0.7012
10-Feb-22,531215,74.15,72.6,0.0211,0.0413,0.0413,0.789
10-Feb-22,531216,28.65,29.6,-0.0326,0.0368,0.0367,0.7012
10-Feb-22,531223,36.45,34.6,0.0521,0.0404,0.0404,0.7718
10-Feb-22,531225,67.45,73.75,-0.0893,0.0357,0.0361,0.6897
10-Feb-22,531227,30.35,31.85,-0.0482,0.0213,0.0215,0.4108
10-Feb-22,531228,9.12,9.13,-0.0011,0.0136,0.0136,0.2598
10-Feb-22,531233,9.16,9.42,-0.028,0.0508,0.0507,0.9686
10-Feb-22,531234,162.1,166.5,-0.0268,0.0425,0.0424,0.8101
10-Feb-22,531237,6.38,6.38,0,0.0206,0.0205,0.3917
10-Feb-22,531240,5.7,6,-0.0513,0.0111,0.0117,0.2235
10-Feb-22,531246,31,31.9,-0.0286,0.0315,0.0315,0.6018
10-Feb-22,531252,7.56,7.2,0.0488,0.0284,0.0285,0.5445
10-Feb-22,531253,140.95,134.6,0.0461,0.0303,0.0304,0.5808
10-Feb-22,531254,37.95,35.15,0.0766,0.0326,0.0329,0.6286
10-Feb-22,531255,21.3,21.35,-0.0023,0.0444,0.0443,0.8464
10-Feb-22,531257,30,28.8,0.0408,0.0448,0.0447,0.854
10-Feb-22,531259,6.05,6.05,0,0.0185,0.0185,0.3534
10-Feb-22,531260,220.7,229.9,-0.0408,0.0321,0.0321,0.6133
10-Feb-22,531268,43.9,43.75,0.0034,0.0347,0.0346,0.661
10-Feb-22,531272,6.81,6.81,0,0.0053,0.0053,0.1013
10-Feb-22,531273,255.45,268.85,-0.0511,0.0404,0.0405,0.7738
10-Feb-22,531274,16.35,16.35,0,0.0164,0.0163,0.3114
10-Feb-22,531278,47.85,48,-0.0031,0.0345,0.0344,0.6572
10-Feb-22,531279,69.85,67.7,0.0313,0.0317,0.0317,0.6056
10-Feb-22,531280,6.37,6.7,-0.0505,0.036,0.0361,0.6897
10-Feb-22,531281,16.45,15.95,0.0309,0.0362,0.0362,0.6916
10-Feb-22,531283,10.57,10.89,-0.0298,0.0182,0.0182,0.3477
10-Feb-22,531287,78.85,79.65,-0.0101,0.0352,0.0352,0.6725
10-Feb-22,531288,6.74,6.74,0,0.0162,0.0162,0.3095
10-Feb-22,531289,65.75,66.9,-0.0173,0.0362,0.0362,0.6916
10-Feb-22,531297,77.85,78.5,-0.0083,0.043,0.0429,0.8196
10-Feb-22,531304,9.01,9.48,-0.0508,0.0222,0.0224,0.428
10-Feb-22,531306,725.7,740.9,-0.0207,0.0317,0.0317,0.6056
10-Feb-22,531307,13.94,14.62,-0.0476,0.0339,0.034,0.6496
10-Feb-22,531310,104.1,106.6,-0.0237,0.0329,0.0329,0.6286
10-Feb-22,531314,19.6,19.6,0,0.0294,0.0293,0.5598
10-Feb-22,531319,3.8,3.8,0,0.0272,0.0271,0.5177
10-Feb-22,531323,12.83,13.5,-0.0509,0.0307,0.0308,0.5884
10-Feb-22,531324,19.35,20.35,-0.0504,0.0217,0.022,0.4203
10-Feb-22,531328,0.87,9.14,-2.3519,0.0333,0.1696,3.2402
10-Feb-22,531334,8.35,7.97,0.0466,0.0325,0.0326,0.6228
10-Feb-22,531338,15,15,0,0.0182,0.0181,0.3458
10-Feb-22,531340,36.55,38.1,-0.0415,0.0357,0.0358,0.684
10-Feb-22,531341,7.02,7.02,0,0.0314,0.0313,0.598
10-Feb-22,531346,48.75,48,0.0155,0.0381,0.038,0.726
10-Feb-22,531352,19.4,19.9,-0.0254,0.0323,0.0323,0.6171
10-Feb-22,531358,180.85,181.85,-0.0055,0.0291,0.029,0.554
10-Feb-22,531359,151.85,144.65,0.0486,0.0377,0.0377,0.7203
10-Feb-22,531360,9,9.06,-0.0066,0.0249,0.0248,0.4738
10-Feb-22,531364,32.55,32.7,-0.0046,0.0402,0.0401,0.7661
10-Feb-22,531380,70.8,63.9,0.1025,0.0378,0.0384,0.7336
10-Feb-22,531381,34.95,35.4,-0.0128,0,0.0009,0.0172
10-Feb-22,531387,8.35,8.52,-0.0202,0.0107,0.0108,0.2063
10-Feb-22,531390,54.15,55.45,-0.0237,0.0359,0.0359,0.6859
10-Feb-22,531395,18.22,17.36,0.0484,0.0151,0.0154,0.2942
10-Feb-22,531396,3.8,3.8,0,0.0291,0.029,0.554
10-Feb-22,531397,14,14,0,0.0217,0.0216,0.4127
10-Feb-22,531398,109.65,114.45,-0.0428,0.0367,0.0367,0.7012
10-Feb-22,531399,31.15,30.05,0.036,0.0183,0.0184,0.3515
10-Feb-22,531402,19.7,19.7,0,0.0335,0.0334,0.6381
10-Feb-22,531406,13.4,12.99,0.0311,0.0254,0.0254,0.4853
10-Feb-22,531409,16.8,17.65,-0.0494,0.0305,0.0307,0.5865
10-Feb-22,531411,3.65,3.48,0.0477,0.0183,0.0186,0.3554
10-Feb-22,531412,79.5,79.1,0.005,0.0288,0.0287,0.5483
10-Feb-22,531413,7.25,7.38,-0.0178,0.0297,0.0297,0.5674
10-Feb-22,531416,28.35,29.8,-0.0499,0.039,0.0391,0.747
10-Feb-22,531417,3.77,3.96,-0.0492,0.0341,0.0342,0.6534
10-Feb-22,531432,7.72,7.41,0.041,0.0211,0.0212,0.405
10-Feb-22,531433,1.8,1.89,-0.0488,0.036,0.0361,0.6897
10-Feb-22,531437,80.9,82.85,-0.0238,0.0453,0.0452,0.8635
10-Feb-22,531444,9,9,0,0.0258,0.0257,0.491
10-Feb-22,531449,713.05,715.45,-0.0034,0.13,0.1297,2.4779
10-Feb-22,531454,29.9,29.05,0.0288,0.0434,0.0433,0.8272
10-Feb-22,531456,3.72,3.88,-0.0421,0.0367,0.0367,0.7012
10-Feb-22,531460,7.05,7.21,-0.0224,0.0359,0.0358,0.684
10-Feb-22,531465,12.1,12.3,-0.0164,0.009,0.009,0.1719
10-Feb-22,531471,10.08,10.08,0,0.0351,0.035,0.6687
10-Feb-22,531472,11.03,11.58,-0.0487,0.0339,0.034,0.6496
10-Feb-22,531489,296,294.25,0.0059,0.0413,0.0412,0.7871
10-Feb-22,531494,41.5,41.75,-0.006,0.0343,0.0343,0.6553
10-Feb-22,531496,1.38,1.45,-0.0495,0.0278,0.028,0.5349
10-Feb-22,531499,8.4,8.6,-0.0235,0.0366,0.0365,0.6973
10-Feb-22,531502,4.81,4.9,-0.0185,0.0161,0.0162,0.3095
10-Feb-22,531503,98,97,0.0103,0.0354,0.0354,0.6763
10-Feb-22,531505,3.18,3.18,0,0.0117,0.0116,0.2216
10-Feb-22,531506,17,16.4,0.0359,0.0173,0.0175,0.3343
10-Feb-22,531509,10,10.02,-0.002,0.0246,0.0245,0.4681
10-Feb-22,531512,8.8,8.8,0,0.0786,0.0784,1.4978
10-Feb-22,531521,4.1,4.1,0,0.0061,0.0061,0.1165
10-Feb-22,531525,20.2,20.2,0,0,0,0
10-Feb-22,531533,59.05,62.15,-0.0512,0.0308,0.0309,0.5903
10-Feb-22,531539,25.2,24.2,0.0405,0.0366,0.0367,0.7012
10-Feb-22,531540,54.85,55.1,-0.0045,0.0359,0.0358,0.684
10-Feb-22,531541,7.79,7.68,0.0142,0.0343,0.0342,0.6534
10-Feb-22,531552,18.15,19.1,-0.051,0.0478,0.0478,0.9132
10-Feb-22,531553,13,13,0,0.012,0.012,0.2293
10-Feb-22,531560,21.3,20.3,0.0481,0.0115,0.012,0.2293
10-Feb-22,531569,59.15,57.45,0.0292,0.0299,0.0299,0.5712
10-Feb-22,531574,8.4,8.25,0.018,0.0358,0.0357,0.682
10-Feb-22,531578,6.57,6.91,-0.0505,0.0344,0.0345,0.6591
10-Feb-22,531582,13.8,13.19,0.0452,0.0311,0.0311,0.5942
